noid,codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,zona_postal,codigo_postal,limite_norte,limite_sur,limite_este,limite_oeste,tipo,barrios_contenidos_en_el_codigo_postal,veredas_contenidas_en_el_codigo_postal
3552,91,AMAZONAS,91798,TARAPACA,9110,911037,MUNICIPIO LA PEDRERA,RÍO PUTUMAYO,BRAZIL,RÍO ALEGRÍA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
992,17,CALDAS,17001,MANIZALES,1700,170002,LIMITE URBANO,KR 23,CL  63,CL 46,Urbano,Bosques del Norte- Comuneros- El Caribe- El Porvenir- El Sol- La Argentina- La Asunción- La Carola- La Leonora- La Rambla- Laureles- Los Cedros- Los Rosales- Minitas- Peralonso- San Cayetano- San Jorge- San Sebastián (I-II Etapa)- Sinaí- Solferino- Villah,Altos del Guamo- Cabecera Municipal-  El Porvenir-  Minitas-  Sierra Morena
3077,70,SUCRE,70670,SAMPUES,7050,705078,MUNICIPIO COROZAL,MUNICIPIO CHINU,BRAZO ARROYO CANOAS,VÍA CHINU-SAMPUÉS-CHOCHO,Rural,Pueblo Nuevo,Sin Informacion de Veredas
3654,99,VICHADA,99773,CUMARIBO,9910,991007,MPIO. PTO. CARREÑO Y LA PRIMAVERA,CAÑO TUPARRITO Y TUPARRO,PAÍS VENEZUELA,CAÑO TUPARRITO Y RÍO (PERMANENTE),Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3095,73,TOLIMA,73001,IBAGUE,7300,730003,LIMITE URBANO,KR 5 Y RÍO CHIPALO,LIMITE URBANO,CL 70,Urbano,Sin Informacion de Barrios,La Esperanza- La Mafia de minas
3264,76,VALLE DEL CAUCA,76001,CALI,7600,760026,KR  73,KR  103 Y 102,RIO MELENDEZ,CL  25,Urbano,Caney- Ciudadela Comfandi- Lili,Sin Informacion de Veredas
869,15,BOYACA,15804,TIBANA,1532,153260,CL 10,CL 2,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2310,52,NARIÑO,52110,BUESACO,5205,520518,RÍO (PERMANENTE),M. PASTO- SANTIAGO Y COLÓN,M. EL TABLÓN DE G. Y COLÓN,RÍO (PERMANENTE),Rural,Sin Informacion de Barrios,El Guarango- Sinai
1212,19,CAUCA,19137,CALDONO,1920,192048,M. B. AIRES Y S/DER. DE QUILICHAO,VÍA CALDONO-CAÑADULCE,RÍO OVEJAS,MUNICIPIO PIENDAMÓ,Rural,Sin Informacion de Barrios,El Porvenir
2555,54,NORTE DE SANTANDER,54820,TOLEDO,5420,542037,M. CHINÁCOTA- HERRÁN Y PAÍS VENEZU.,RÍO MARGUA,PAÍS VENEZUELA,MUNICIPIO LABATECA,Rural,Sin Informacion de Barrios,Belchite- Belen-  Campoalegre-  Corralitos-  El Azul-  El Ceibal-  El Jordan-  El Retiro-  El Vegón-  Hato Grande-  Hatos Alto-  Ima-  Juan Perez-  La Camacha-  La Capilla-  La Cordillera-  La Loma-  Palmar Alto-  Palmar Bajo-  Roman-  Sabanalarga-  San I
2516,52,NARIÑO,52835,SAN ANDRES DE TUMACO,5285,528517,RÍO MIRA,VIA CANDELILLA - CANDELILLAS DEL MAR,VIA TUMACO - BARBACOAS,OCEANO PACIFICO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
791,15,BOYACA,15820,TOPAGA,1520,152047,MPIO. CORRALES Y GAMEZA,MPIO. MONGUI Y MONGUA,MPIO. GAMEZA Y MONGUA,MPIO. NOBSA Y SOGAMOSO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
356,5,ANTIOQUIA,05842,URAMITA,574,57447,MUNICIPIO BEBEIBA,M. C. GORDAS Y FRONTINO,M. CAÑASGORDAS Y PEQUE,0,Rural,Sin Informacion de Barrios,Alto del Pital- Ambalema-  Arenales-  Balcon-  Barrancon-  Botija Arriba-  Buena Vista-  Caliche-  Caracolal-  Caunce-  Chachafrutal-  Chontadural-  Chontaduro-  Cominal-  Corozo-  Cumbre-  El Llano-  El Palón-  El Pital-  Encalichada-  Esperanza Botija-
2734,68,SANTANDER,68001,BUCARAMANGA,6800,680002,LIMITE URBANO,CL  45,LIMITE URBANO,KR  24,Urbano,Albania- Antonia Santos- Aurora- Buenos Aires- Cuartel- El Prado- Galán- Las Américas- Los Pinos- Mejoras Públicas- Miraflores- Morrorico- Planta La Flora- Quinta Brigada- San Alonso- U.I.S- Universidad- Vegas de Morrorico,Gualilo Alto- La Malaña-  Pedregal-  San José
2748,68,SANTANDER,68820,TONA,6805,680541,LIMITE URBANO,CL 1,TV 1,KR 5A,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
13,5,ANTIOQUIA,05001,MEDELLIN,500,50015,CL  49,CL  29,KR  46 Y 43A,KR  61- 63 Y 49,Urbano,Calle Nueva- Centro Administrativo- Corazón de Jesús- Guayaquil- La Alpujarra- Perpetuo Socorro,Sin Informacion de Veredas
3069,70,SUCRE,70215,COROZAL,7050,705037,MPIO. MORROA Y LOS PALMITOS,AY. PULETAD Y VÍA LAS PALMAS-EL MAMÓN,MPIO. SAN JUAN DE BETULIA,MUNICIPIO SINCELEJO,Rural,Brucelas- Luis Carlos Galán- Marruecos,El Mamon- Rincon de Las Flores
2638,54,NORTE DE SANTANDER,54206,CONVENCION,5470,547057,MPIO. EL CARMEN Y PAÍS VENEZUELA,MUNICIPIO TEORAMA,PAÍS VENEZUELA,RÍO SAYÁN BOKY Y M. EL CARMEN,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3037,70,SUCRE,70717,SAN PEDRO,7020,702018,MPIO. OVEJAS Y LOS PALMITOS,MPIO. SAN LUIS DE SINCE,RÍO (PERMANENTE),MPIO. SAN LUIS DE SINCE,Rural,Sin Informacion de Barrios,Calabozo- El Bajo de La Alegría-  El Delirio-  La Distancia-  Los Chijetes-  Los Galapagos-  Monte Bazan-  Oro Blanco-  Paja Vieja-  Paja Vieja-  Perendengue-  Perendengue-  Rosario 1 y 2-  Róvira-  San Francisco-  Santa Inés
794,15,BOYACA,15114,BUSBANZA,1520,152080,KR 1,KR 5,CL 0,CL 6,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
536,11,BOGOTA D.C.,11001,LOCALIDAD CIUDAD BOLIVAR,1119,111971,CL  97 S,BARRIO MUCHUELO ALTO RURAL,RIO TUNJUELITO,M. SOACHA,Rural,Brazuelos Occidental- Brazuelos Occidental Rural- Mochuelo Alto- Mochuelo Alto Rural- Quiba Alto,Cabecera Municipal- SAN JORGE
3530,86,PUTUMAYO,86569,PUERTO CAICEDO,8620,862080,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1883,27,CHOCO,27495,NUQUI,2760,276050,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2509,52,NARIÑO,52079,BARBACOAS,5280,528078,RÍO GUIZA,ECUADOR Y MPIO. RICAURTE,RÍO GUIZA,MPIO. SAN ANDRES DE TUMACO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
533,11,BOGOTA D.C.,11001,LOCALIDAD CIUDAD BOLIVAR,1119,111941,KR 40- 42 Y 45B,KR 18Z  Y  19D,AC VILLAVICENCIO,M. SOACHA,Urbano,Arborizadora Alta- Arborizadora Alta- Arborizadora Alta- Arborizadora Alta- Candelaria La Nueva- Cerro Colorado- Ciudad Bolívar- Ciudad Bolívar Rural III- El Satélite- Juan José Rondón- Las Acacias- Las Manas- Los Laureles II- Ronda- San Francisco- Villa,Sin Informacion de Veredas
1489,23,CORDOBA,23068,AYAPEL,2335,233538,MUNICIPIO SAN BENITO ABAD,VÍA COLORADO-LAS ESCOBILLAS,M. MAJAGUAL- GUARANDA Y SAN JA. CA.,CIENAGA ESCOBITAS Y AYAPEL,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
865,15,BOYACA,15380,LA CAPILLA,1532,153227,MUNICIPIO UMBITA,MUNICIPIO TENZA,MUNICIPIO TENZA,M. VILLAPINZON Y UMBITA,Rural,Sin Informacion de Barrios,Barro Blanco Abajo- Barro Blanco Arriba-  Bosque-  Cabecera Municipal-  Camagoa-  Centro-  Chaguatoque-  Chucio-  Gaunza Arriba-  GUSVITA-  Hato-  Palma Abajo-  Palma Arriba-  PARAMO-  Páramo-  Peñas-  SAN ANTONIO-  Sisa-  Sisa-  Soatama-  Suntafita-  Tam
1427,23,CORDOBA,23417,LORICA,2310,231038,VÍA EL LAZO-COTOCA ARRIBA,MUNICIPIO SAN PELAYO,RÍO SINÚ,ARROYO PORVENIR Y TRES BOCAS,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1111,18,CAQUETA,18756,SOLANO,1840,184017,MPIO. CALAMAR Y MIRAFLORES,M. MIRITI-PARÁN- PTO. S/DER. Y RÍO YARÍ,MPIO. PACOA Y PTO. ALEGRIA,M. CARTA. DEL CAHIRÁ Y SAN V. DEL CA.,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3293,76,VALLE DEL CAUCA,76126,CALIMA,7605,760538,M. EL LITORAL DEL SAN JUAN,M. DAGUA Y BUENAVENTURA,RÍO BRAVO Y (PERMANENTE),MPIO. BUENAVENTURA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1711,25,CUNDINAMARCA,25599,APULO,2526,252657,M. JERUSALEN Y ANAPOIMA,MPIO. VIOTÁ Y TOCAIMA,MUNICIPIO ANAPOIMA,MUNICIPIO TOCAIMA,Rural,Sin Informacion de Barrios,ALTO DEL TRIGO- Circacia-  COPO-  NARANJAL-  NARANJALITO-  PALENQUE-  PALOQUEMAO-  VASQUEZ
3147,73,TOLIMA,73443,MARIQUITA,7320,732027,RÍO SUCIO Y GUALÍ,M. FALÁN- ARMERO Y HONDA,MUNICIPIO HONDA,MPIO. FRESNO Y FALÁN,Rural,Sin Informacion de Barrios,Cabecera Municipal- Cariano-  Fátima-  Hoyo Negro-  La ?nsula-  La Guardia-  La Platilla-  San Diego Alto-  San Diego Bajo-  San Jerónimo-  San Juan
1420,23,CORDOBA,23500,MOÑITOS,2310,231007,M. SAN BER. DEL VIENTO Y MAR CARIBE,RÍO BROQUELES Y (PERMANENTE),M. SAN BER. DEL VIENTO Y LORICA,MAR CARIBE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3321,76,VALLE DEL CAUCA,76400,LA UNION,7615,761540,CL 25A,CL 8,LIMITE URBANO,LIMITE URBANO,Urbano,Bellavista- Bellavista- Belén- Ciudadela Grajales- El Carmen- El Jardín- El Prado- Fátima- Las Brisas- Las Lajas- Popular- San Pedro,Aguada- Cabecera Municipal-  Campesina-  El Rincón-  Martindosa-  Pajas de Oro-  San Miguel
3354,76,VALLE DEL CAUCA,76122,CAICEDONIA,7625,762548,VÍA SEVILLA-BUENAVISTA,MUNICIPIO SEVILLA,MPIO. GENOVA Y PIJAO,MUNICIPIO SEVILLA,Rural,Sin Informacion de Barrios,Burila- Campo Azul-  El Salado-  Frontino-  La Delfina-  La Pava-  Risaralda
1467,23,CORDOBA,23660,SAHAGUN,2325,232547,MUNICIPIO CHINU,MUNICIPIO LA UNIÓN,MUNICIPIO CHINU,VÍA CHINU-CATALINA,Rural,Sin Informacion de Barrios,El Atascoso- El Jardín-  El Reparo-  Escobalito-  Palo Quemao-  Pitalito-  Salguerito
89,5,ANTIOQUIA,05237,DON MATIAS,518,51858,M. STA. ROSA DE OSOS,M. GIRARDOT. Y BARBOS.,RÍO,M. SAN PEDRO DE LOS M.,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2873,68,SANTANDER,68533,PARAMO,6835,683521,CL 7B,CL 1,LIMITE URBANO,KR 9,Urbano,Sin Informacion de Barrios,La Palmita
2033,44,LA GUAJIRA,44001,RIOHACHA,4400,440008,VIA ALBANIA - MATITA,MUNICIPIO DISTRACCIÓN,M. HATONUEVO - BARRANCAS,RÍO TAPIAS Y SAN FCO.,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3036,70,SUCRE,70717,SAN PEDRO,7020,702017,MPIO. OVEJAS Y CORDOBA,MPIO. BUENAVISTA Y RÍO (PERMANENTE),MUNICIPIO BUENAVISTA,MPIO. OVEJAS Y RÍO (PERMANENTE),Rural,El JardÝn,Alonso- Arroyo Arena-  Belén-  Buenos Aires-  Cabecera Municipal-  El Carmen-  El Retorno-  El Sabanal-  Hacienda Quimbay-  La Candelaria-  La Esmeralda-  La Esperanza-  La Gloria-  La Incomparable-  Los Borrachos-  Los Camajones-  Montañas de Alonso-  Nu
2920,68,SANTANDER,68572,PUENTE NACIONAL,6845,684527,M. GUAV.- BARBOSA Y MONIQUIRA,MUNICIPIO SABOYÁ,MPIO. MONIQUIRA Y SANTA SOFIA,MPIO. ALBANIA Y JESUS MARIA,Rural,Sin Informacion de Barrios,Agudelo- Alto Cantano-  Alto Capilla-  Alto Guamito-  Alto Semisa-  Bajo Guamito-  Bajo San Dimas-  Capilla-  Cristales-  El Injerto-  El Morro-  Estancia González-  Iroba-  Jarantiva-  La Cuchilla-  Los Robles-  Mata de Ramo-  Pantanillo-  Popoa Norte-
3517,86,PUTUMAYO,86885,VILLAGARZON,8610,861088,MUNICIPIO SANTIAGO,MPIO. ORITO Y PTO. CAICEDO,VÍA PTO. CAICEDO-LA CASTELLANA,MUNICIPIO ORITO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3047,70,SUCRE,70678,SAN BENITO ABAD,7030,703018,CAÑO MISALO Y RÍO (PERMANENTE),MPIO. AYAPEL Y MAJAGUAL,MUNICIPIO SUCRE,MPIO. CAIMITO Y SAN MARCOS,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1234,19,CAUCA,19824,TOTORO,1925,192578,MPIO. CAJIBÍO Y SILVIA,VÍA POPAYÁN-TOTORÓ,MUNICIPIO SILVIA,MPIO. POPAYÁN Y CAJIBÍO,Rural,Sin Informacion de Barrios,Calibio- Las Piedras
392,8,ATLANTICO,08001,BARRANQUILLA,800,80010,KR  8,KR  13D,AC MURILLO,CL  51B,Urbano,Carrizal- Ciudadela Veinte de Julio- El Santuario- Los Girasoles,Sin Informacion de Veredas
2961,68,SANTANDER,68385,LANDAZURI,6860,686028,MUNICIPIO VELEZ,MUNICIPIO BOLIVAR,MUNICIPIO VELEZ,RÍO (PERMA.) Y CERRO EL PICHUDO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
757,15,BOYACA,15248,EL ESPINO,1512,151247,MUNICIPIO CHISCAS,MUNICIPIO PANQUEBA,MUNICIPIO GÛICAN,MUNICIPIO GUACAMAYAS,Rural,Sin Informacion de Barrios,Cabecera Municipal- El Tobal-  La Laguna-  La Palma-  Llano Largo-  Santa Ana-  Uragón
1077,17,CALDAS,17614,RIOSUCIO,1780,178057,VÍA GUÁTICA-ALTO SAN VICENTE,MPIO. MISTRATO Y GUÁTICA,VÍA GUÁTICA-ALTO SAN VICENTE,MUNICIPIO MISTRATO,Rural,Sin Informacion de Barrios,Cambia- El Rubí-  Getsemaní-  Palermo-  Río Grande-  Roble Bonito-  Tres Cruces
2121,47,MAGDALENA,47245,EL BANCO,4730,473049,MUNICIPIO CHIMICHAGUA,MUNICIPIO EL PEÑÓN,M. CHIMICHAGUA Y TAMALAMEQUE,VÍA EL BANCO-CHIMICHAGUA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
167,5,ANTIOQUIA,05142,CARACOLI,534,53457,MUNICIPIO MACEO,MUNICIPIO PUERTO NARE,M. MACEO Y PTO. BERRIO,M. SAN ROQUE Y SAN CARLOS,Rural,Sin Informacion de Barrios,Altos de Dolores- Botijas-  Canalones-  Canteras-  Canutillo-  Caño Seco-  Caracoli-  Cascaron-  Cristalina-  Efe Gomez-  El Bagre-  El Buey-  El Pital-  Guadalito-  La Chinca-  La Cienaga-  La Clara-  La Cortada-  La Ilusion-  La Maria-  La Mesa-  La Min
3027,70,SUCRE,70508,OVEJAS,7010,701037,MPIO. EL CARMEN DE BOLÍVAR,MUNICIPIO SAN PEDRO,MUNICIPIO CORDOBA,ARROYO MANCOMOJAR Y RÍO (PERMANENTE),Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3307,76,VALLE DEL CAUCA,76616,RIOFRIO,7610,761038,MUNICIPIO TRUJILLO,MUNICIPIO YOTOCO,MUNICIPIO TULUÁ,VÍA TRUJILLO-FENICIA Y RÍO FRÍO,Rural,Sin Informacion de Barrios,Cabecera Municipal- Fenicia-  La Guaira-  Portugal de Piedra
46,5,ANTIOQUIA,05079,BARBOSA,510,51028,VÍA MEDELLÍN-SANTO DOMINGO,MPIO. SAN VICENTE Y CONCEPCIÓN,MUNICIPIO SANTO DOMINGO,MUNICIPIO GIRARDOTA,Rural,Sin Informacion de Barrios,Aguas Claras Abajo- Aguas Claras Arriba-  Arango-  Buenos Aires-  Cabecera Municipal-  Chorro Hondo-  Corrientes-  Dos Quebradas-  El Contado-  El Hatillo-  El Hoyo-  El Uvito-  El Viento-  Encenillos-  Guamito-  Guayabal-  Isaza-  La Aguada-  La Aldea-
1780,25,CUNDINAMARCA,25402,LA VEGA,2536,253610,LIMITE URBANO,CL 1,KR 2,KR 6,Urbano,Sin Informacion de Barrios,CENTRO 1- CENTRO 2-  EL CURAL-  ROSARIO-  SAN JUAN
1844,27,CHOCO,27600,RIO QUITO,2720,272058,Q. CHIGUARANDÓ- RÍO PATO Y (PERMANENTE),MPIO. CÉRTEGUI Y EL CANTÓN DEL SAN PABLO,MUNICIPIO ATRATO,MPIO. EL CANTÓN DEL SAN PABLO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3549,91,AMAZONAS,91540,PUERTO NARIÑO,9110,911017,M. TARAPACA Y PERÚ,RÍO AMACAYACU,MUNICIPIO LETICIA,PERÚ,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2068,44,LA GUAJIRA,44078,BARRANCAS,4430,443048,M. RIOHA. Y ARROYO POTRE. DE VENANCIO,MUNICIPIO FONSECA,VÍA HATO.-FONSE.- ARRO. P. DE VE. Y SECO,MUNICIPIO FONSECA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3060,70,SUCRE,70708,SAN MARCOS,7040,704030,LIMITE URBANO,KR 40,CL 27,CL 17,Urbano,20 de Enero- Benjamín Porras- Buenos Aires- Calancala- Centro- El Prado- El Progreso- Fernán Fortich- Kennedy- La Candelaria- Las Maravillas- Los Ángeles- Mariano Álvarez- Nuevo México- Pablo VI- Primero de Junio- Puerto López- San Francisco- San José- Sa,Sin Informacion de Veredas
1033,17,CALDAS,17662,SAMANA,1740,174001,LIMITE URBANO,CL 3A,KR 1,KR 12,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3579,94,GUAINIA,94001,INIRIDA,9400,940008,RÍO INÍRIDA,MUNICIPIO PUERTO COLOMBIA,MUNICIPIO CACAHUAL,RÍO INÍRIDA Y CAÑO SANTA CRUZ,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1404,23,CORDOBA,23001,MONTERIA,2300,230027,CAÑO TRES BOCAS Y RÍO (PERMANENTE),MUNICIPIO VALENCIA,RÍO SINÚ,Q/DA. MATA DE PLATANO Y FLORISANTO,Rural,Sin Informacion de Barrios,Broquelito- Buena Vistas-  Caracoli-  Córdoba-  Currayao-  El Cucharo-  El Guineo-  El Torno-  El Tronco-  Florisanto-  Guasimal-  La Nubes-  La Puente-  Las Flores-  Las Palomas-  Los Almendros-  Matamoros-  Pereira-  Puente Largo-  San Diego Arriba-  Sa
2554,54,NORTE DE SANTANDER,54820,TOLEDO,5420,542030,CL 17,CL 2,KR 1 SUR,KR 10,Urbano,Sin Informacion de Barrios,Buenavista- San Isidro
3304,76,VALLE DEL CAUCA,76828,TRUJILLO,7610,761028,MUNICIPIO BOLÍVAR,MPIO. RIOFRÍO Y ANDALUCÍA,M. BOLÍ.- BUGALAGRAN. Y ANDALUCÍA,VÍA RIOFRÍO-NARANJAL,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1065,17,CALDAS,17042,ANSERMA,1770,177087,VÍA MISTRATÓ-ANSERMA,MPIO. VITERBO Y RISARALDA,VÍA ANSERMA-RISARALDA,MPIO. BELÉN DE UMBRIA,Rural,Sin Informacion de Barrios,Caucayá- El Algarrobo-  El Cairo-  El Diamante-  El Tablazo-  Guaira-  la Bohemia-  La Esperanza-  La Garrucha-  La Isla-  La Tesalia-  los Angeles-  Pisamo-  Remolino
2703,66,RISARALDA,66440,MARSELLA,6610,661040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,CL 17,Urbano,Sin Informacion de Barrios,Canta Delicia- Caracas-  Casco Urbano-  Mil Ochenta-  San Carlos-  Valencia
910,15,BOYACA,15808,TINJACA,1538,153840,CL 8,LIMITE URBANO,LIMITE URBANO,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
105,5,ANTIOQUIA,05107,BRICEÑO,520,52060,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1214,19,CAUCA,19137,CALDONO,1920,192057,VÍA CALDONO-PIOYÁ Y RÍO PIOYA,MUNICIPIO SILVIA,M. SILVIA Y RÍO PIOYÁ,RÍO OVEJAS,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1134,18,CAQUETA,18205,CURILLO,1860,186058,MPIO. SAN J. DEL FRAGUA,RÍO CAQUETÁ,MUNICIPIO ALBANIA,M. SAN J. DEL FRAGUA Y RÍO YURAYACO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
835,15,BOYACA,15135,CAMPOHERMOSO,1526,152647,MUNICIPIO MIRAFLORES,M. SAN LUIS  DE GACENO,MUNICIPIO PAEZ,M. STA MARIA Y MACANAL,Rural,Sin Informacion de Barrios,Cafetero- La Esperanza-  Mara Al-  San Pedro-  Santa Maria
1887,27,CHOCO,27025,ALTO BAUDO,2760,276077,MPIO. BOJAYÁ Y BAHIA SOLANO,RÍO CUGUCHO Y BAUDÓ,MUNICIPIO QUIBDÓ,MUNICIPIO NUQUI,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
615,13,BOLIVAR,13430,MAGANGUE,1325,132511,LIMITE URBANO,CL  16 Y 17,RIO MAGDALENA,B. LA BALASTRERA Y LIM URB,Urbano,Boston- Ciénaga de Baracoa- Costa Nueva- Cristo Prado- El Prado- La Balastrera- La Candelaria III- La Paz- Los Libertadores- Minuto de Dios- Montecatini- Olaya Herrera- Pastrana- Pueblo Nuevo- San José- San Mateo- Simón Bolívar- Yati,Sin Informacion de Veredas
2563,54,NORTE DE SANTANDER,54520,PAMPLONITA,5430,543030,CL 5B,LIMITE URBANO,KR 1 SUR,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
806,15,BOYACA,15362,IZA,1522,152247,MUNICIPIO FIRAVITOBA,MUNICIPIO CUITIVA,MUNICIPIO SOGAMOSO,MUNICIPIO PESCA,Rural,Sin Informacion de Barrios,Amarillos- Buireros-  Caracoles-  Cordoncillo-  La Vega-  Pedregal-  Primera Chorrera-  Tobaca-  Vanegas
3516,86,PUTUMAYO,86885,VILLAGARZON,8610,861087,MUNICIPIO MOCOA,MUNICIPIO PUERTO CAICEDO,MUNICIPIO MOCOA,VÍA PTO. CAICEDO-LA CASTELLANA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
171,5,ANTIOQUIA,05206,CONCEPCION,538,53817,MPIO. SANTO DOMINGO,MUNICIPIO PEÑOL,MUNICIPIO ALEJANDRIA,M. BARBOSA Y SAN VICENTE,Rural,Sin Informacion de Barrios,Cabecera Municipal- Despensas-  El Saltillo-  La Candelaria-  La Cejita-  La Clara-  La Piedad-  La Trinidad-  Las Frias-  Las Frías-  Montegrande-  Morro Reyes-  Palmichal-  Peláez-  San Juan Llano-  San Pedro Alto-  Santa Ana-  Santa Gertrudiz-  Santa I
586,13,BOLIVAR,13442,MARIA LA BAJA,1310,131067,M. ARJONA Y MAHATES,RÍO PERMANENTE Y CIEN. MA. LA BAJA,M. SAN JUAN NEPOMUCENO,VIA FLAMENCO - CORREA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1438,23,CORDOBA,23586,PURISIMA,2315,231540,CL 14,CL 1,KR 1,KR 13A,Urbano,Sin Informacion de Barrios,Purisima
634,13,BOLIVAR,13440,MARGARITA,1330,133028,RÍO PERMANENTE,M. PINILLOS Y HATILLO DE LOBA,M. EL BANCO Y HATILLO DE LOBA,MPIO. SAN FERNANDO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1179,19,CAUCA,19698,SANTANDER DE QUILICHAO,1910,191047,VÍA DOMINGUILLO-SAN PEDRO,MUNICIPIO CALDONO,VÍA S. DE QUI.-S. PEDRO-EL TURCO,VÍA S. DE QUILICHAO-MONDOMO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1499,23,CORDOBA,23580,PUERTO LIBERTADOR,2340,234039,VÍA J. JOSÉ-VILLANUEVA Y RÍO SAN PEDRO,MUNICIPIO ITUANGO,MUNICIPIO TARAZÁ,MUNICIPIO MONTELIBANO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1313,19,CAUCA,19809,TIMBIQUI,1960,196030,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2203,50,META,50226,CUMARAL,5010,501021,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1289,19,CAUCA,19100,BOLIVAR,1950,195017,VÍA BOLÍVAR-LA HERRADURA,MUNICIPIO SANTA ROSA,MUNICIPIO SAN SEBASTIÁN,RÍO DANTAS Y (PERMANENTE),Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3641,97,VAUPES,97666,TARAIRA,9720,972048,PAÍS BRASIL,MUNICIPIO LA PEDRERA,PAÍS BRASIL,RÍO UJCA VICA Y (PERMANENTE),Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
853,15,BOYACA,15761,SOMONDOCO,1530,153037,MPIO. SUTATENZA Y GARAGOA,MUNICIPIO GUAYATÁ,MUNICIPIO ALMEIDA,MPIO. GUATEQUE Y GUAYATÁ,Rural,Sin Informacion de Barrios,Barreras- Bohórquez-  Canos-  Cobavita-  Cucuavaca-  Pancupa-  Resguardo-  San Antonio
1583,25,CUNDINAMARCA,25745,SIMIJACA,2506,250640,CL 21,CL 1 S,KR 15,KR 1 S,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2626,54,NORTE DE SANTANDER,54498,OCAÑA,5465,546552,KR  22 Y 24,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1054,17,CALDAS,17524,PALESTINA,1760,176048,MUNICIPIO ANSERMA,VÍA PALESTINA-RÍO CAMPOALEGRE,M. MANIZALES Y VÍA ARAUCA-PALESTI.,MPIO. RISARALDA Y CHINCHINÁ,Rural,Sin Informacion de Barrios,La Piedra- La Plata
3092,70,SUCRE,70823,TOLU VIEJO,7070,707057,MUNICIPIO SAN ONOFRE,MUNICIPIO SINCELEJO,MPIO. COLOSÓ Y MORROA,MUNICIPIO SANTIAGO DE TOLÚ,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1662,25,CUNDINAMARCA,25053,ARBELAEZ,2520,252001,AV 8,CL 2 S,KR 3E,LIMITE URBANO,Urbano,Sin Informacion de Barrios,SAN ANTONIO- SAN JOSE-  SAN MIGUEL-  SAN ROQUE-  SANTA BARBARA
